hidden_layer_size,number_of_hidden_layer,activation,solver,learning_rate,batch_size,epoch
120,2,relu,sgd,0.001,32,40
120,2,relu,sgd,0.001,32,60
120,2,relu,sgd,0.001,32,80
120,2,relu,sgd,0.001,64,20
120,2,relu,sgd,0.001,64,40
120,2,relu,sgd,0.001,64,60
120,2,relu,sgd,0.001,64,80
120,2,relu,sgd,0.01,8,20
120,2,relu,sgd,0.01,8,40
120,2,relu,sgd,0.01,8,60
120,2,relu,sgd,0.01,8,80
120,2,relu,sgd,0.01,16,20
120,2,relu,sgd,0.01,16,40
120,2,relu,sgd,0.01,16,60
120,2,relu,sgd,0.01,16,80
120,2,relu,sgd,0.01,32,20
120,2,relu,sgd,0.01,32,40
120,2,relu,sgd,0.01,32,60
120,2,relu,sgd,0.01,32,80
120,2,relu,sgd,0.01,64,20
120,2,relu,sgd,0.01,64,40
120,2,relu,sgd,0.01,64,60
120,2,relu,sgd,0.01,64,80
120,2,relu,sgd,0.1,8,20
120,2,relu,sgd,0.1,8,40
120,2,relu,sgd,0.1,8,60
120,2,relu,sgd,0.1,8,80
120,2,relu,sgd,0.1,16,20
120,2,relu,sgd,0.1,16,40
120,2,relu,sgd,0.1,16,60
120,2,relu,sgd,0.1,16,80
120,2,relu,sgd,0.1,32,20
120,2,relu,sgd,0.1,32,40
120,2,relu,sgd,0.1,32,60
120,2,relu,sgd,0.1,32,80
120,2,relu,sgd,0.1,64,20
120,2,relu,sgd,0.1,64,40
120,2,relu,sgd,0.1,64,60
120,2,relu,sgd,0.1,64,80
120,2,relu,adam,0.001,8,20
120,2,relu,adam,0.001,8,40
120,2,relu,adam,0.001,8,60
120,2,relu,adam,0.001,8,80
120,2,relu,adam,0.001,16,20
120,2,relu,adam,0.001,16,40
120,2,relu,adam,0.001,16,60
120,2,relu,adam,0.001,16,80
120,2,relu,adam,0.001,32,20
120,2,relu,adam,0.001,32,40
120,2,relu,adam,0.001,32,60
120,2,relu,adam,0.001,32,80
120,2,relu,adam,0.001,64,20
120,2,relu,adam,0.001,64,40
120,2,relu,adam,0.001,64,60
120,2,relu,adam,0.001,64,80
120,2,relu,adam,0.01,8,20
120,2,relu,adam,0.01,8,40
120,2,relu,adam,0.01,8,60
120,2,relu,adam,0.01,8,80
120,2,relu,adam,0.01,16,20
120,2,relu,adam,0.01,16,40
120,2,relu,adam,0.01,16,60
120,2,relu,adam,0.01,16,80
120,2,relu,adam,0.01,32,20
120,2,relu,adam,0.01,32,40
120,2,relu,adam,0.01,32,60
120,2,relu,adam,0.01,32,80
120,2,relu,adam,0.01,64,20
120,2,relu,adam,0.01,64,40
120,2,relu,adam,0.01,64,60
120,2,relu,adam,0.01,64,80
120,2,relu,adam,0.1,8,20
120,2,relu,adam,0.1,8,40
120,2,relu,adam,0.1,8,60
120,2,relu,adam,0.1,8,80
120,2,relu,adam,0.1,16,20
120,2,relu,adam,0.1,16,40
120,2,relu,adam,0.1,16,60
120,2,relu,adam,0.1,16,80
120,2,relu,adam,0.1,32,20
120,2,relu,adam,0.1,32,40
120,2,relu,adam,0.1,32,60
120,2,relu,adam,0.1,32,80
120,2,relu,adam,0.1,64,20
120,2,relu,adam,0.1,64,40
120,2,relu,adam,0.1,64,60
120,2,relu,adam,0.1,64,80
120,4,identity,sgd,0.001,8,20
120,4,identity,sgd,0.001,8,40
120,4,identity,sgd,0.001,8,60
120,4,identity,sgd,0.001,8,80
120,4,identity,sgd,0.001,16,20
120,4,identity,sgd,0.001,16,40
120,4,identity,sgd,0.001,16,60
120,4,identity,sgd,0.001,16,80
120,4,identity,sgd,0.001,32,20
120,4,identity,sgd,0.001,32,40
120,4,identity,sgd,0.001,32,60
120,4,identity,sgd,0.001,32,80
120,4,identity,sgd,0.001,64,20
120,4,identity,sgd,0.001,64,40
120,4,identity,sgd,0.001,64,60
120,4,identity,sgd,0.001,64,80
120,4,identity,sgd,0.01,8,20
120,4,identity,sgd,0.01,8,40
120,4,identity,sgd,0.01,8,60
120,4,identity,sgd,0.01,8,80
120,4,identity,sgd,0.01,16,20
120,4,identity,sgd,0.01,16,40
120,4,identity,sgd,0.01,16,60
120,4,identity,sgd,0.01,16,80
120,4,identity,sgd,0.01,32,20
120,4,identity,sgd,0.01,32,40
120,4,identity,sgd,0.01,32,60
120,4,identity,sgd,0.01,32,80
120,4,identity,sgd,0.01,64,20
120,4,identity,sgd,0.01,64,40
120,4,identity,sgd,0.01,64,60
120,4,identity,sgd,0.01,64,80
120,4,identity,sgd,0.1,8,20
120,4,identity,sgd,0.1,8,40
120,4,identity,sgd,0.1,8,60
120,4,identity,sgd,0.1,8,80
120,4,identity,sgd,0.1,16,20
120,4,identity,sgd,0.1,16,40
120,4,identity,sgd,0.1,16,60
120,4,identity,sgd,0.1,16,80
120,4,identity,sgd,0.1,32,20
120,4,identity,sgd,0.1,32,40
120,4,identity,sgd,0.1,32,60
120,4,identity,sgd,0.1,32,80
120,4,identity,sgd,0.1,64,20
120,4,identity,sgd,0.1,64,40
120,4,identity,sgd,0.1,64,60
120,4,identity,sgd,0.1,64,80
120,4,identity,adam,0.001,8,20
120,4,identity,adam,0.001,8,40
120,4,identity,adam,0.001,8,60
120,4,identity,adam,0.001,8,80
120,4,identity,adam,0.001,16,20
120,4,identity,adam,0.001,16,40
120,4,identity,adam,0.001,16,60
120,4,identity,adam,0.001,16,80
120,4,identity,adam,0.001,32,20
120,4,identity,adam,0.001,32,40
120,4,identity,adam,0.001,32,60
120,4,identity,adam,0.001,32,80
120,4,identity,adam,0.001,64,20
120,4,identity,adam,0.001,64,40
120,4,identity,adam,0.001,64,60
120,4,identity,adam,0.001,64,80
120,4,identity,adam,0.01,8,20
120,4,identity,adam,0.01,8,40
120,4,identity,adam,0.01,8,60
120,4,identity,adam,0.01,8,80
120,4,identity,adam,0.01,16,20
120,4,identity,adam,0.01,16,40
120,4,identity,adam,0.01,16,60
120,4,identity,adam,0.01,16,80
120,4,identity,adam,0.01,32,20
120,4,identity,adam,0.01,32,40
120,4,identity,adam,0.01,32,60
120,4,identity,adam,0.01,32,80
120,4,identity,adam,0.01,64,20
120,4,identity,adam,0.01,64,40
120,4,identity,adam,0.01,64,60
120,4,identity,adam,0.01,64,80
120,4,identity,adam,0.1,8,20
120,4,identity,adam,0.1,8,40
120,4,identity,adam,0.1,8,60
120,4,identity,adam,0.1,8,80
120,4,identity,adam,0.1,16,20
120,4,identity,adam,0.1,16,40
120,4,identity,adam,0.1,16,60
120,4,identity,adam,0.1,16,80
120,4,identity,adam,0.1,32,20
120,4,identity,adam,0.1,32,40
120,4,identity,adam,0.1,32,60
120,4,identity,adam,0.1,32,80
120,4,identity,adam,0.1,64,20
120,4,identity,adam,0.1,64,40
120,4,identity,adam,0.1,64,60
120,4,identity,adam,0.1,64,80
120,4,sigmoid,sgd,0.001,8,20
120,4,sigmoid,sgd,0.001,8,40
120,4,sigmoid,sgd,0.001,8,60
120,4,sigmoid,sgd,0.001,8,80
120,4,sigmoid,sgd,0.001,16,20
120,4,sigmoid,sgd,0.001,16,40
120,4,sigmoid,sgd,0.001,16,60
120,4,sigmoid,sgd,0.001,16,80
120,4,sigmoid,sgd,0.001,32,20
120,4,sigmoid,sgd,0.001,32,40
120,4,sigmoid,sgd,0.001,32,60
120,4,sigmoid,sgd,0.001,32,80
120,4,sigmoid,sgd,0.001,64,20
120,4,sigmoid,sgd,0.001,64,40
120,4,sigmoid,sgd,0.001,64,60
120,4,sigmoid,sgd,0.001,64,80
120,4,sigmoid,sgd,0.01,8,20
120,4,sigmoid,sgd,0.01,8,40
120,4,sigmoid,sgd,0.01,8,60
120,4,sigmoid,sgd,0.01,8,80
120,4,sigmoid,sgd,0.01,16,20
120,4,sigmoid,sgd,0.01,16,40
120,4,sigmoid,sgd,0.01,16,60
120,4,sigmoid,sgd,0.01,16,80
120,4,sigmoid,sgd,0.01,32,20
120,4,sigmoid,sgd,0.01,32,40
120,4,sigmoid,sgd,0.01,32,60
120,4,sigmoid,sgd,0.01,32,80
120,4,sigmoid,sgd,0.01,64,20
120,4,sigmoid,sgd,0.01,64,40
120,4,sigmoid,sgd,0.01,64,60
120,4,sigmoid,sgd,0.01,64,80
120,4,sigmoid,sgd,0.1,8,20
120,4,sigmoid,sgd,0.1,8,40
120,4,sigmoid,sgd,0.1,8,60
120,4,sigmoid,sgd,0.1,8,80
120,4,sigmoid,sgd,0.1,16,20
120,4,sigmoid,sgd,0.1,16,40
120,4,sigmoid,sgd,0.1,16,60
120,4,sigmoid,sgd,0.1,16,80
120,4,sigmoid,sgd,0.1,32,20
120,4,sigmoid,sgd,0.1,32,40
120,4,sigmoid,sgd,0.1,32,60
120,4,sigmoid,sgd,0.1,32,80
120,4,sigmoid,sgd,0.1,64,20
120,4,sigmoid,sgd,0.1,64,40
120,4,sigmoid,sgd,0.1,64,60
120,4,sigmoid,sgd,0.1,64,80
120,4,sigmoid,adam,0.001,8,20
120,4,sigmoid,adam,0.001,8,40
120,4,sigmoid,adam,0.001,8,60
120,4,sigmoid,adam,0.001,8,80
120,4,sigmoid,adam,0.001,16,20
120,4,sigmoid,adam,0.001,16,40
120,4,sigmoid,adam,0.001,16,60
120,4,sigmoid,adam,0.001,16,80
120,4,sigmoid,adam,0.001,32,20
120,4,sigmoid,adam,0.001,32,40
120,4,sigmoid,adam,0.001,32,60
120,4,sigmoid,adam,0.001,32,80
120,4,sigmoid,adam,0.001,64,20
120,4,sigmoid,adam,0.001,64,40
120,4,sigmoid,adam,0.001,64,60
120,4,sigmoid,adam,0.001,64,80
120,4,sigmoid,adam,0.01,8,20
120,4,sigmoid,adam,0.01,8,40
120,4,sigmoid,adam,0.01,8,60
120,4,sigmoid,adam,0.01,8,80
120,4,sigmoid,adam,0.01,16,20
120,4,sigmoid,adam,0.01,16,40
120,4,sigmoid,adam,0.01,16,60
120,4,sigmoid,adam,0.01,16,80
120,4,sigmoid,adam,0.01,32,20
120,4,sigmoid,adam,0.01,32,40
120,4,sigmoid,adam,0.01,32,60
120,4,sigmoid,adam,0.01,32,80
120,4,sigmoid,adam,0.01,64,20
120,4,sigmoid,adam,0.01,64,40
120,4,sigmoid,adam,0.01,64,60
120,4,sigmoid,adam,0.01,64,80
120,4,sigmoid,adam,0.1,8,20
120,4,sigmoid,adam,0.1,8,40
120,4,sigmoid,adam,0.1,8,60
120,4,sigmoid,adam,0.1,8,80
120,4,sigmoid,adam,0.1,16,20
120,4,sigmoid,adam,0.1,16,40
120,4,sigmoid,adam,0.1,16,60
120,4,sigmoid,adam,0.1,16,80
120,4,sigmoid,adam,0.1,32,20
120,4,sigmoid,adam,0.1,32,40
120,4,sigmoid,adam,0.1,32,60
120,4,sigmoid,adam,0.1,32,80
120,4,sigmoid,adam,0.1,64,20
120,4,sigmoid,adam,0.1,64,40
120,4,sigmoid,adam,0.1,64,60
120,4,sigmoid,adam,0.1,64,80
120,4,tanh,sgd,0.001,8,20
120,4,tanh,sgd,0.001,8,40
120,4,tanh,sgd,0.001,8,60
120,4,tanh,sgd,0.001,8,80
120,4,tanh,sgd,0.001,16,20
120,4,tanh,sgd,0.001,16,40
120,4,tanh,sgd,0.001,16,60
120,4,tanh,sgd,0.001,16,80
120,4,tanh,sgd,0.001,32,20
120,4,tanh,sgd,0.001,32,40
120,4,tanh,sgd,0.001,32,60
120,4,tanh,sgd,0.001,32,80
120,4,tanh,sgd,0.001,64,20
120,4,tanh,sgd,0.001,64,40
120,4,tanh,sgd,0.001,64,60
120,4,tanh,sgd,0.001,64,80
120,4,tanh,sgd,0.01,8,20
120,4,tanh,sgd,0.01,8,40
120,4,tanh,sgd,0.01,8,60
120,4,tanh,sgd,0.01,8,80
120,4,tanh,sgd,0.01,16,20
120,4,tanh,sgd,0.01,16,40
120,4,tanh,sgd,0.01,16,60
120,4,tanh,sgd,0.01,16,80
120,4,tanh,sgd,0.01,32,20
120,4,tanh,sgd,0.01,32,40
120,4,tanh,sgd,0.01,32,60
120,4,tanh,sgd,0.01,32,80
120,4,tanh,sgd,0.01,64,20
120,4,tanh,sgd,0.01,64,40
120,4,tanh,sgd,0.01,64,60
120,4,tanh,sgd,0.01,64,80
120,4,tanh,sgd,0.1,8,20
120,4,tanh,sgd,0.1,8,40
120,4,tanh,sgd,0.1,8,60
120,4,tanh,sgd,0.1,8,80
120,4,tanh,sgd,0.1,16,20
120,4,tanh,sgd,0.1,16,40
120,4,tanh,sgd,0.1,16,60
120,4,tanh,sgd,0.1,16,80
120,4,tanh,sgd,0.1,32,20
120,4,tanh,sgd,0.1,32,40
120,4,tanh,sgd,0.1,32,60
120,4,tanh,sgd,0.1,32,80
120,4,tanh,sgd,0.1,64,20
120,4,tanh,sgd,0.1,64,40
120,4,tanh,sgd,0.1,64,60
120,4,tanh,sgd,0.1,64,80
120,4,tanh,adam,0.001,8,20
120,4,tanh,adam,0.001,8,40
120,4,tanh,adam,0.001,8,60
120,4,tanh,adam,0.001,8,80
120,4,tanh,adam,0.001,16,20
120,4,tanh,adam,0.001,16,40
120,4,tanh,adam,0.001,16,60
120,4,tanh,adam,0.001,16,80
120,4,tanh,adam,0.001,32,20
120,4,tanh,adam,0.001,32,40
120,4,tanh,adam,0.001,32,60
120,4,tanh,adam,0.001,32,80
120,4,tanh,adam,0.001,64,20
120,4,tanh,adam,0.001,64,40
120,4,tanh,adam,0.001,64,60
120,4,tanh,adam,0.001,64,80
120,4,tanh,adam,0.01,8,20
120,4,tanh,adam,0.01,8,40
120,4,tanh,adam,0.01,8,60
120,4,tanh,adam,0.01,8,80
120,4,tanh,adam,0.01,16,20
120,4,tanh,adam,0.01,16,40
120,4,tanh,adam,0.01,16,60
120,4,tanh,adam,0.01,16,80
120,4,tanh,adam,0.01,32,20
120,4,tanh,adam,0.01,32,40
120,4,tanh,adam,0.01,32,60
120,4,tanh,adam,0.01,32,80
120,4,tanh,adam,0.01,64,20
120,4,tanh,adam,0.01,64,40
120,4,tanh,adam,0.01,64,60
120,4,tanh,adam,0.01,64,80
120,4,tanh,adam,0.1,8,20
120,4,tanh,adam,0.1,8,40
120,4,tanh,adam,0.1,8,60
120,4,tanh,adam,0.1,8,80
120,4,tanh,adam,0.1,16,20
120,4,tanh,adam,0.1,16,40
120,4,tanh,adam,0.1,16,60
120,4,tanh,adam,0.1,16,80
120,4,tanh,adam,0.1,32,20
120,4,tanh,adam,0.1,32,40
120,4,tanh,adam,0.1,32,60
120,4,tanh,adam,0.1,32,80
120,4,tanh,adam,0.1,64,20
120,4,tanh,adam,0.1,64,40
120,4,tanh,adam,0.1,64,60
120,4,tanh,adam,0.1,64,80
120,4,relu,sgd,0.001,8,20
120,4,relu,sgd,0.001,8,40
120,4,relu,sgd,0.001,8,60
120,4,relu,sgd,0.001,8,80
120,4,relu,sgd,0.001,16,20
120,4,relu,sgd,0.001,16,40
120,4,relu,sgd,0.001,16,60
120,4,relu,sgd,0.001,16,80
120,4,relu,sgd,0.001,32,20
120,4,relu,sgd,0.001,32,40
120,4,relu,sgd,0.001,32,60
120,4,relu,sgd,0.001,32,80
120,4,relu,sgd,0.001,64,20
120,4,relu,sgd,0.001,64,40
120,4,relu,sgd,0.001,64,60
120,4,relu,sgd,0.001,64,80
120,4,relu,sgd,0.01,8,20
120,4,relu,sgd,0.01,8,40
120,4,relu,sgd,0.01,8,60
120,4,relu,sgd,0.01,8,80
120,4,relu,sgd,0.01,16,20
120,4,relu,sgd,0.01,16,40
120,4,relu,sgd,0.01,16,60
120,4,relu,sgd,0.01,16,80
120,4,relu,sgd,0.01,32,20
120,4,relu,sgd,0.01,32,40
120,4,relu,sgd,0.01,32,60
120,4,relu,sgd,0.01,32,80
120,4,relu,sgd,0.01,64,20
120,4,relu,sgd,0.01,64,40
120,4,relu,sgd,0.01,64,60
120,4,relu,sgd,0.01,64,80
120,4,relu,sgd,0.1,8,20
120,4,relu,sgd,0.1,8,40
120,4,relu,sgd,0.1,8,60
120,4,relu,sgd,0.1,8,80
120,4,relu,sgd,0.1,16,20
120,4,relu,sgd,0.1,16,40
120,4,relu,sgd,0.1,16,60
120,4,relu,sgd,0.1,16,80
120,4,relu,sgd,0.1,32,20
120,4,relu,sgd,0.1,32,40
120,4,relu,sgd,0.1,32,60
120,4,relu,sgd,0.1,32,80
120,4,relu,sgd,0.1,64,20
120,4,relu,sgd,0.1,64,40
120,4,relu,sgd,0.1,64,60
120,4,relu,sgd,0.1,64,80
120,4,relu,adam,0.001,8,20
120,4,relu,adam,0.001,8,40
120,4,relu,adam,0.001,8,60
120,4,relu,adam,0.001,8,80
120,4,relu,adam,0.001,16,20
120,4,relu,adam,0.001,16,40
120,4,relu,adam,0.001,16,60
120,4,relu,adam,0.001,16,80
120,4,relu,adam,0.001,32,20
120,4,relu,adam,0.001,32,40
120,4,relu,adam,0.001,32,60
120,4,relu,adam,0.001,32,80
120,4,relu,adam,0.001,64,20
120,4,relu,adam,0.001,64,40
120,4,relu,adam,0.001,64,60
120,4,relu,adam,0.001,64,80
120,4,relu,adam,0.01,8,20
120,4,relu,adam,0.01,8,40
120,4,relu,adam,0.01,8,60
120,4,relu,adam,0.01,8,80
120,4,relu,adam,0.01,16,20
120,4,relu,adam,0.01,16,40
120,4,relu,adam,0.01,16,60
120,4,relu,adam,0.01,16,80
120,4,relu,adam,0.01,32,20
120,4,relu,adam,0.01,32,40
120,4,relu,adam,0.01,32,60
120,4,relu,adam,0.01,32,80
120,4,relu,adam,0.01,64,20
120,4,relu,adam,0.01,64,40
120,4,relu,adam,0.01,64,60
120,4,relu,adam,0.01,64,80
120,4,relu,adam,0.1,8,20
120,4,relu,adam,0.1,8,40
120,4,relu,adam,0.1,8,60
120,4,relu,adam,0.1,8,80
120,4,relu,adam,0.1,16,20
120,4,relu,adam,0.1,16,40
120,4,relu,adam,0.1,16,60
120,4,relu,adam,0.1,16,80
120,4,relu,adam,0.1,32,20
120,4,relu,adam,0.1,32,40
120,4,relu,adam,0.1,32,60
120,4,relu,adam,0.1,32,80
120,4,relu,adam,0.1,64,20
120,4,relu,adam,0.1,64,40
120,4,relu,adam,0.1,64,60
120,4,relu,adam,0.1,64,80
120,6,identity,sgd,0.001,8,20
120,6,identity,sgd,0.001,8,40
120,6,identity,sgd,0.001,8,60
120,6,identity,sgd,0.001,8,80
120,6,identity,sgd,0.001,16,20
120,6,identity,sgd,0.001,16,40
120,6,identity,sgd,0.001,16,60
120,6,identity,sgd,0.001,16,80
120,6,identity,sgd,0.001,32,20
120,6,identity,sgd,0.001,32,40
120,6,identity,sgd,0.001,32,60
120,6,identity,sgd,0.001,32,80
120,6,identity,sgd,0.001,64,20
120,6,identity,sgd,0.001,64,40
120,6,identity,sgd,0.001,64,60
120,6,identity,sgd,0.001,64,80
120,6,identity,sgd,0.01,8,20
120,6,identity,sgd,0.01,8,40
120,6,identity,sgd,0.01,8,60
120,6,identity,sgd,0.01,8,80
120,6,identity,sgd,0.01,16,20
120,6,identity,sgd,0.01,16,40
120,6,identity,sgd,0.01,16,60
120,6,identity,sgd,0.01,16,80
120,6,identity,sgd,0.01,32,20
120,6,identity,sgd,0.01,32,40
120,6,identity,sgd,0.01,32,60
120,6,identity,sgd,0.01,32,80
120,6,identity,sgd,0.01,64,20
120,6,identity,sgd,0.01,64,40
120,6,identity,sgd,0.01,64,60
120,6,identity,sgd,0.01,64,80
120,6,identity,sgd,0.1,8,20
120,6,identity,sgd,0.1,8,40
120,6,identity,sgd,0.1,8,60
120,6,identity,sgd,0.1,8,80
120,6,identity,sgd,0.1,16,20
120,6,identity,sgd,0.1,16,40
120,6,identity,sgd,0.1,16,60
120,6,identity,sgd,0.1,16,80
120,6,identity,sgd,0.1,32,20
120,6,identity,sgd,0.1,32,40
120,6,identity,sgd,0.1,32,60
120,6,identity,sgd,0.1,32,80
120,6,identity,sgd,0.1,64,20
120,6,identity,sgd,0.1,64,40
120,6,identity,sgd,0.1,64,60
120,6,identity,sgd,0.1,64,80
120,6,identity,adam,0.001,8,20
120,6,identity,adam,0.001,8,40
120,6,identity,adam,0.001,8,60
120,6,identity,adam,0.001,8,80
120,6,identity,adam,0.001,16,20
120,6,identity,adam,0.001,16,40
120,6,identity,adam,0.001,16,60
120,6,identity,adam,0.001,16,80
120,6,identity,adam,0.001,32,20
120,6,identity,adam,0.001,32,40
120,6,identity,adam,0.001,32,60
120,6,identity,adam,0.001,32,80
120,6,identity,adam,0.001,64,20
120,6,identity,adam,0.001,64,40
120,6,identity,adam,0.001,64,60
120,6,identity,adam,0.001,64,80
120,6,identity,adam,0.01,8,20
120,6,identity,adam,0.01,8,40
120,6,identity,adam,0.01,8,60
120,6,identity,adam,0.01,8,80
120,6,identity,adam,0.01,16,20
120,6,identity,adam,0.01,16,40
120,6,identity,adam,0.01,16,60
120,6,identity,adam,0.01,16,80
120,6,identity,adam,0.01,32,20
120,6,identity,adam,0.01,32,40
120,6,identity,adam,0.01,32,60
120,6,identity,adam,0.01,32,80
120,6,identity,adam,0.01,64,20
120,6,identity,adam,0.01,64,40
120,6,identity,adam,0.01,64,60
120,6,identity,adam,0.01,64,80
120,6,identity,adam,0.1,8,20
120,6,identity,adam,0.1,8,40
120,6,identity,adam,0.1,8,60
120,6,identity,adam,0.1,8,80
120,6,identity,adam,0.1,16,20
120,6,identity,adam,0.1,16,40
120,6,identity,adam,0.1,16,60
120,6,identity,adam,0.1,16,80
120,6,identity,adam,0.1,32,20
120,6,identity,adam,0.1,32,40
120,6,identity,adam,0.1,32,60
120,6,identity,adam,0.1,32,80
120,6,identity,adam,0.1,64,20
120,6,identity,adam,0.1,64,40
120,6,identity,adam,0.1,64,60
120,6,identity,adam,0.1,64,80
120,6,sigmoid,sgd,0.001,8,20
120,6,sigmoid,sgd,0.001,8,40
120,6,sigmoid,sgd,0.001,8,60
120,6,sigmoid,sgd,0.001,8,80
120,6,sigmoid,sgd,0.001,16,20
120,6,sigmoid,sgd,0.001,16,40
120,6,sigmoid,sgd,0.001,16,60
120,6,sigmoid,sgd,0.001,16,80
120,6,sigmoid,sgd,0.001,32,20
120,6,sigmoid,sgd,0.001,32,40
120,6,sigmoid,sgd,0.001,32,60
120,6,sigmoid,sgd,0.001,32,80
120,6,sigmoid,sgd,0.001,64,20
120,6,sigmoid,sgd,0.001,64,40
120,6,sigmoid,sgd,0.001,64,60
120,6,sigmoid,sgd,0.001,64,80
120,6,sigmoid,sgd,0.01,8,20
120,6,sigmoid,sgd,0.01,8,40
120,6,sigmoid,sgd,0.01,8,60
120,6,sigmoid,sgd,0.01,8,80
120,6,sigmoid,sgd,0.01,16,20
120,6,sigmoid,sgd,0.01,16,40
120,6,sigmoid,sgd,0.01,16,60
120,6,sigmoid,sgd,0.01,16,80
120,6,sigmoid,sgd,0.01,32,20
120,6,sigmoid,sgd,0.01,32,40
120,6,sigmoid,sgd,0.01,32,60
120,6,sigmoid,sgd,0.01,32,80
120,6,sigmoid,sgd,0.01,64,20
120,6,sigmoid,sgd,0.01,64,40
120,6,sigmoid,sgd,0.01,64,60
120,6,sigmoid,sgd,0.01,64,80
120,6,sigmoid,sgd,0.1,8,20
120,6,sigmoid,sgd,0.1,8,40
120,6,sigmoid,sgd,0.1,8,60
120,6,sigmoid,sgd,0.1,8,80
120,6,sigmoid,sgd,0.1,16,20
120,6,sigmoid,sgd,0.1,16,40
120,6,sigmoid,sgd,0.1,16,60
120,6,sigmoid,sgd,0.1,16,80
120,6,sigmoid,sgd,0.1,32,20
120,6,sigmoid,sgd,0.1,32,40
120,6,sigmoid,sgd,0.1,32,60
120,6,sigmoid,sgd,0.1,32,80
120,6,sigmoid,sgd,0.1,64,20
120,6,sigmoid,sgd,0.1,64,40
120,6,sigmoid,sgd,0.1,64,60
120,6,sigmoid,sgd,0.1,64,80
120,6,sigmoid,adam,0.001,8,20
120,6,sigmoid,adam,0.001,8,40
120,6,sigmoid,adam,0.001,8,60
120,6,sigmoid,adam,0.001,8,80
120,6,sigmoid,adam,0.001,16,20
120,6,sigmoid,adam,0.001,16,40
120,6,sigmoid,adam,0.001,16,60
120,6,sigmoid,adam,0.001,16,80
120,6,sigmoid,adam,0.001,32,20
120,6,sigmoid,adam,0.001,32,40
120,6,sigmoid,adam,0.001,32,60
120,6,sigmoid,adam,0.001,32,80
120,6,sigmoid,adam,0.001,64,20
120,6,sigmoid,adam,0.001,64,40
120,6,sigmoid,adam,0.001,64,60
120,6,sigmoid,adam,0.001,64,80
120,6,sigmoid,adam,0.01,8,20
120,6,sigmoid,adam,0.01,8,40
120,6,sigmoid,adam,0.01,8,60
120,6,sigmoid,adam,0.01,8,80
120,6,sigmoid,adam,0.01,16,20
120,6,sigmoid,adam,0.01,16,40
120,6,sigmoid,adam,0.01,16,60
120,6,sigmoid,adam,0.01,16,80
120,6,sigmoid,adam,0.01,32,20
120,6,sigmoid,adam,0.01,32,40
120,6,sigmoid,adam,0.01,32,60
120,6,sigmoid,adam,0.01,32,80
120,6,sigmoid,adam,0.01,64,20
120,6,sigmoid,adam,0.01,64,40
120,6,sigmoid,adam,0.01,64,60
120,6,sigmoid,adam,0.01,64,80
120,6,sigmoid,adam,0.1,8,20
120,6,sigmoid,adam,0.1,8,40
120,6,sigmoid,adam,0.1,8,60
120,6,sigmoid,adam,0.1,8,80
120,6,sigmoid,adam,0.1,16,20
120,6,sigmoid,adam,0.1,16,40
120,6,sigmoid,adam,0.1,16,60
120,6,sigmoid,adam,0.1,16,80
120,6,sigmoid,adam,0.1,32,20
120,6,sigmoid,adam,0.1,32,40
120,6,sigmoid,adam,0.1,32,60
120,6,sigmoid,adam,0.1,32,80
120,6,sigmoid,adam,0.1,64,20
120,6,sigmoid,adam,0.1,64,40
120,6,sigmoid,adam,0.1,64,60
120,6,sigmoid,adam,0.1,64,80
120,6,tanh,sgd,0.001,8,20
120,6,tanh,sgd,0.001,8,40
120,6,tanh,sgd,0.001,8,60
120,6,tanh,sgd,0.001,8,80
120,6,tanh,sgd,0.001,16,20
120,6,tanh,sgd,0.001,16,40
120,6,tanh,sgd,0.001,16,60
120,6,tanh,sgd,0.001,16,80
120,6,tanh,sgd,0.001,32,20
120,6,tanh,sgd,0.001,32,40
120,6,tanh,sgd,0.001,32,60
120,6,tanh,sgd,0.001,32,80
120,6,tanh,sgd,0.001,64,20
120,6,tanh,sgd,0.001,64,40
120,6,tanh,sgd,0.001,64,60
120,6,tanh,sgd,0.001,64,80
120,6,tanh,sgd,0.01,8,20
120,6,tanh,sgd,0.01,8,40
120,6,tanh,sgd,0.01,8,60
120,6,tanh,sgd,0.01,8,80
120,6,tanh,sgd,0.01,16,20
120,6,tanh,sgd,0.01,16,40
120,6,tanh,sgd,0.01,16,60
120,6,tanh,sgd,0.01,16,80
120,6,tanh,sgd,0.01,32,20
120,6,tanh,sgd,0.01,32,40
120,6,tanh,sgd,0.01,32,60
120,6,tanh,sgd,0.01,32,80
120,6,tanh,sgd,0.01,64,20
120,6,tanh,sgd,0.01,64,40
120,6,tanh,sgd,0.01,64,60
120,6,tanh,sgd,0.01,64,80
120,6,tanh,sgd,0.1,8,20
120,6,tanh,sgd,0.1,8,40
120,6,tanh,sgd,0.1,8,60
120,6,tanh,sgd,0.1,8,80
120,6,tanh,sgd,0.1,16,20
120,6,tanh,sgd,0.1,16,40
120,6,tanh,sgd,0.1,16,60
120,6,tanh,sgd,0.1,16,80
120,6,tanh,sgd,0.1,32,20
120,6,tanh,sgd,0.1,32,40
120,6,tanh,sgd,0.1,32,60
120,6,tanh,sgd,0.1,32,80
120,6,tanh,sgd,0.1,64,20
120,6,tanh,sgd,0.1,64,40
120,6,tanh,sgd,0.1,64,60
120,6,tanh,sgd,0.1,64,80
120,6,tanh,adam,0.001,8,20
120,6,tanh,adam,0.001,8,40
120,6,tanh,adam,0.001,8,60
